,Text,LDA_pred_number
1667,'Gianna Floyd the daughter of George Floyd walks into the West Wing after she and her family met withampin th',Cronaca
1668,'Moderna said that its coronavirus vaccine authorized only for use in adults was powerfully effective in 12 to 17 ',Action
1669,'How many words can you make with 7 letters Try todays Spelling Bee',Religion
1670,'Republicans argue that existing DOJ and congressional investigations are enough to understand what happened on 16 But each',Drama
1671,'Darnella Frazier the teenager who recorded George Floyds murder released a powerful statement on Tuesday address ',Politics
1672,'Family members of George Floyd expressed optimism for police reform following a meeting with President Biden and Vi ',Religion
1673,'The moon will enter Earths shadow and turn a blood red color during a total lunar eclipse on May 26\n\nHeres what ',Action
1674,'Darnella Frazier the teen whose video of George Floyds killing challenged the police account and ignited protests issued',Politics
1675,'Secretary of State Antony Blinkens outreach to Palestinians is a sharp departure from the Trump administrations p ',Religion
1676,'More than 200 writers and cultural figures published a letter in support of Nikole HannahJones a correspondent fo ',Religion
1677,'Members of George Floyds family raise their arms as a tribute to Mr Floyd after meeting withamp',Politics
1678,'George Floyds death shook the country one year ago Heres how America marked the anniversary\n',Religion
1679,'Bill Barr never laid out for public scrutiny comprehensive analysis for his claim that Trump could not be charged with',Action
1680,'See more key moments here\n',Drama
1681,'April 20 2021 Derek Chauvin is found guilty of murdering George Floyd ',Cronaca
1682,'July 9 2020 New York paints Black Lives Matter in front of Trump Tower ',Drama
1683,'June 6 2020 The protests spread around the globe ',Religion
1684,'May 26 2020 The Minneapolis police chief Medaria Arradondo fires the four officers involved in the arrest of Fl ',Politics
1685,'May 25 2020 George Floyd is killed by the police on a street corner in Minneapolis after being handcuffed and pin ',Politics
1686,'George Floyds murder prompted protests around the world and an uprising for racial justice nearly unparalleled in ',Drama
1687,'To trail Senator Chris Coons on Capitol Hill is to witness how he operates as an extra pair of eyes and ears for th ',Cronaca
1688,'The Black Lives Matter protests that began in response to George Floyds killing are considered to be the largest m ',Politics
1689,'Kristen Clarke on Tuesday became the first woman of color to be confirmed by the Senate to lead the Justice Departm ',Drama
1690,'For months my colleagues and I have been immersed in the world of archival maps photographs city directories books',Politics
1691,'Four of the seven members of the Commission of Fine Arts a group that became embroiled in battles over architectur ',Religion
1692,'The two Republicans running for mayor of New York City used to be friends Curtis Sliwa and Fernando Mateo are both ',Religion
1693,'Andrea Smith a prominent academic was once called an icon of Native American feminism She called out white fem ',Action
1694,'George Floyds family members described their meeting with President Biden on Tuesday as a very personal checkin ',Politics
1695,'The Biden administration cleared a major hurdle to open up the California coast to offshore wind farms a key part ',Drama
1696,'A judge declared a mistrial in the murder case against the brother of Simone Biles the Olympic gymnast The prosec ',Politics
1697,'Senator Mitch McConnell argued that existing Justice Department and congressional investigations will address the J ',Drama
1698,'The mayor of Minneapolis and Minnesotas attorney general commemorated the anniversary of George Floyds death by c ',Religion
1699,'On Saturday 21 runners died in a storm during a 62mile race in northwestern China Tragedy is hardly a foreign co ',Politics
1700,'Prosecutors in Italy will try four Egyptian security agents on charges of kidnapping torturing and murdering an It ',Cronaca
1701,'Indias elite antiterrorism police unit descended on Twitters New Delhi offices to dispute warning labels on tweet ',Religion
1702,'President Biden promised George Floyds family in April that he would win passage of a police reform bill in Floyd ',Religion
1703,'According to Rent The Runway a rental clothing company the demand for crop tops in 2021 is four times what it was ',Religion
1704,'Heres a detailed guide to how New Yorkers can vote in the primary election which will have profound implications ',Religion
1705,'If youre a United States citizen who has been a New York City resident for at least 30 days and are not currently ',Religion
1706,'You can check to see if you are already registered on the State Board of Elections website at ',Drama
1707,'New Yorkers hoping to select candidates for mayor and a range of other offices in exactly 4 weeks must first make s ',Religion
1708,'George Floyds family will direct money from its 27 million settlement with the city of Minneapolis to fund 5000 ',Politics
1709,'Roman Protasevich the Belarusian dissident who was seized on a flight has been resisting the brutality of Preside ',Action
1710,'Mayor Bill de Blasio of New York joined the Rev Al Sharpton in Harlem to mark the anniversary of George Floyds de ',Religion
1711,'Rent the Runway after a tough year is reporting a postvax rebound as women dress up again Its seeing 4x the demand for crop',Cronaca
1712,'Corcoran California is sinking In the past the town has sunk enough to swallow the entire first floor of a twos ',Cronaca
1713,'After Adrian Lopezs 17th birthday kickback went viral on TikTok thousands of California teenagers showed up for ',Action
1714,'Texas lawmakers are poised to allow most adults over the age of 21 to openly carry a handgun without a permit Gov ',Drama
1715,'A series of loud noises that sounded like at least 10 gunshots broke the quiet Tuesday morning at George Floyd Squa ',Politics
1716,'You know how when you suck the last drops from a Capri Sun it shrivels up Thats kind of what is happening in Central',Action
1717,'The Senate on Tuesday confirmed Chiquita BrooksLaSure a former Obama administration health official to lead the ',Drama
1718,'We asked readers in India to describe their experience of the pandemic I lost my mother yesterday Father is on v ',Religion
1719,'India recorded the largest daily death toll for any country last weeka figure that is likely an undercount Our ',Religion
1720,'Would you buy a home you never visit And that doesnt actually exist The market for NFTs in real estate architec ',Religion
1721,'The site in Minneapolis where George Floyd was killed last year was like holy ground for the people who came on T ',Cronaca
